# transposed and modified from from/IBM-935
0101	?01
012478	?45C9
012479	?45CA
01247A	?45CB
01247B	?45CC
01247C	?45CD
01247D	?45CE
01247E	?45CF
01247F	?45D0
012480	?45D1
012481	?45D2
012482	?45D3
012483	?45D4
012484	?45D5
012485	?45D6
012486	?45D7
012487	?45D8
012488	?45B1
012489	?45B2
01248A	?45B3
01248B	?45B4
01248C	?45B5
01248D	?45B6
01248E	?45B7
01248F	?45B8
012490	?45B9
012491	?45BA
012492	?45BB
012493	?45BC
012494	?45BD
012495	?45BE
012496	?45BF
012497	?45C0
012498	?45C1
012499	?45C2
01249A	?45C3
01249B	?45C4
0124	?E0
012500	?46A4
012501	?46A5
012502	?46A6
012503	?46A7
012504	?46A8
012505	?46A9
012506	?46AA
012507	?46AB
012508	?46AC
012509	?46AD
01250A	?46AE
01250B	?46AF
01250C	?46B0
01250D	?46B1
01250E	?46B2
01250F	?46B3
012510	?46B4
012511	?46B5
012512	?46B6
012513	?46B7
012514	?46B8
012515	?46B9
012516	?46BA
012517	?46BB
012518	?46BC
012519	?46BD
01251A	?46BE
01251B	?46BF
01251C	?46C0
01251D	?46C1
01251E	?46C2
01251F	?46C3
012520	?46C4
012521	?46C5
012522	?46C6
012523	?46C7
012524	?46C8
012525	?46C9
012526	?46CA
012527	?46CB
012528	?46CC
012529	?46CD
01252A	?46CE
01252B	?46CF
01252C	?46D0
01252D	?46D1
01252E	?46D2
01252F	?46D3
012530	?46D4
012531	?46D5
012532	?46D6
012533	?46D7
012534	?46D8
012535	?46D9
012536	?46DA
012537	?46DB
012538	?46DC
012539	?46DD
01253A	?46DE
01253B	?46DF
01253C	?46E0
01253D	?46E1
01253E	?46E2
01253F	?46E3
012540	?46E4
012541	?46E5
012542	?46E6
012543	?46E7
012544	?46E8
012545	?46E9
012546	?46EA
012547	?46EB
012548	?46EC
012549	?46ED
01254A	?46EE
01254B	?46EF
0125	?6C
0125A0	?44EA
0125A1	?44E9
0125B2	?44E3
0125B3	?44E2
0125BC	?44EC
0125BD	?44EB
0125C6	?44E8
0125C7	?44E7
0125CB	?44E0
0125CE	?44E4
0125CF	?44E1
012605	?44E6
012606	?44E5
012640	?4479
012642	?4469
0126	?50
0127	?7D
0128	?4D
0129	?5D
012A	?5C
012B	?4E
012C	?6B
012D	?60
012E	?4B
012F	?61
013000	?4040
013001	?4344
013002	?4341
013003	?445B
013005	?445D
013006	?445E
013007	?445F
013008	?4464
013009	?4474
01300A	?4465
01300B	?4475
01300C	?4342
01300D	?4343
01300E	?4442
01300F	?4443
013010	?4466
013011	?4476
013012	?446C
013013	?447D
013014	?4463
013015	?4473
013016	?455B
013017	?455C
013041	?4447
013042	?4481
013043	?4448
013044	?4482
013045	?4449
013046	?4483
013047	?4451
013048	?4484
013049	?4452
01304A	?4485
01304B	?4486
01304C	?44C0
01304D	?4487
01304E	?44C1
01304F	?4488
013050	?44C2
013051	?4489
013052	?44C3
013053	?448A
013054	?44C4
013055	?448C
013056	?44C5
013057	?448D
013058	?44C6
013059	?448E
01305A	?44C7
01305B	?448F
01305C	?44C8
01305D	?4490
01305E	?44C9
01305F	?4491
013060	?44CA
013061	?4492
013062	?44CB
013063	?4456
013064	?4493
013065	?44CC
013066	?4494
013067	?44CD
013068	?4495
013069	?44CE
01306A	?4496
01306B	?4497
01306C	?4498
01306D	?4499
01306E	?449A
01306F	?449D
013070	?44CF
013071	?44D5
013072	?449E
013073	?44D0
013074	?44D6
013075	?449F
013076	?44D1
013077	?44D7
013078	?44A2
013079	?44D2
01307A	?44D8
01307B	?44A3
01307C	?44D3
01307D	?44D9
01307E	?44A4
01307F	?44A5
013080	?44A6
013081	?44A7
013082	?44A8
013083	?4453
013084	?44A9
013085	?4454
013086	?44AA
013087	?4455
013088	?44AC
013089	?44AD
01308A	?44AE
01308B	?44AF
01308C	?44BA
01308D	?44BB
01308E	?4457
01308F	?44BC
013090	?44DA
013091	?44DB
013092	?4446
013093	?44BD
01309B	?43BE
01309C	?43BF
01309D	?44DC
01309E	?44DD
0130A1	?4347
0130A2	?4381
0130A3	?4348
0130A4	?4382
0130A5	?4349
0130A6	?4383
0130A7	?4351
0130A8	?4384
0130A9	?4352
0130AA	?4385
0130AB	?4386
0130AC	?43C0
0130AD	?4387
0130AE	?43C1
0130AF	?4388
0130B0	?43C2
0130B1	?4389
0130B2	?43C3
0130B3	?438A
0130B4	?43C4
0130B5	?438C
0130B6	?43C5
0130B7	?438D
0130B8	?43C6
0130B9	?438E
0130BA	?43C7
0130BB	?438F
0130BC	?43C8
0130BD	?4390
0130BE	?43C9
0130BF	?4391
0130C0	?43CA
0130C1	?4392
0130C2	?43CB
0130C3	?4356
0130C4	?4393
0130C5	?43CC
0130C6	?4394
0130C7	?43CD
0130C8	?4395
0130C9	?43CE
0130CA	?4396
0130CB	?4397
0130CC	?4398
0130CD	?4399
0130CE	?439A
0130CF	?439D
0130D0	?43CF
0130D1	?43D5
0130D2	?439E
0130D3	?43D0
0130D4	?43D6
0130D5	?439F
0130D6	?43D1
0130D7	?43D7
0130D8	?43A2
0130D9	?43D2
0130DA	?43D8
0130DB	?43A3
0130DC	?43D3
0130DD	?43D9
0130DE	?43A4
0130DF	?43A5
0130E0	?43A6
0130E1	?43A7
0130E2	?43A8
0130E3	?4353
0130E4	?43A9
0130E5	?4354
0130E6	?43AA
0130E7	?4355
0130E8	?43AC
0130E9	?43AD
0130EA	?43AE
0130EB	?43AF
0130EC	?43BA
0130ED	?43BB
0130EE	?4357
0130EF	?43BC
0130	?F0
0130F0	?43DA
0130F1	?43DB
0130F2	?4346
0130F3	?43BD
0130F4	?43D4
0130F5	?4359
0130F6	?435A
0130FB	?4345
0130FC	?4358
0130FD	?43DC
0130FE	?43DD
013105	?4665
013106	?4666
013107	?4667
013108	?4668
013109	?4669
01310A	?466A
01310B	?466B
01310C	?466C
01310D	?466D
01310E	?466E
01310F	?466F
013110	?4670
013111	?4671
013112	?4672
013113	?4673
013114	?4674
013115	?4675
013116	?4676
013117	?4677
013118	?4678
013119	?4679
01311A	?467A
01311B	?467B
01311C	?467C
01311D	?467D
01311E	?467E
01311F	?467F
013120	?4680
013121	?4681
013122	?4682
013123	?4683
013124	?4684
013125	?4685
013126	?4686
013127	?4687
013128	?4688
013129	?4689
0131	?F1
013220	?45F1
013221	?45F2
013222	?45F3
013223	?45F4
013224	?45F5
013225	?45F6
013226	?45F7
013227	?45F8
013228	?45F9
013229	?45FA
013231	?446D
0132	?F2
0133	?F3
0134	?F4
0135	?F5
0136	?F6
0137	?F7
0138	?F8
0139	?F9
013A	?7A
013B	?5E
013C	?4C
013D	?7E
013E	?6E
013F	?6F
0140	?7C
0141	?C1
0142	?C2
0143	?C3
0144	?C4
0145	?C5
0146	?C6
0147	?C7
0148	?C8
0149	?C9
014A	?D1
014B	?D2
014C	?D3
014D	?D4
014E00	?59BA
014E01	?4BA0
014E03	?53DE
014E07	?5793
014E08	?5B69
014E09	?54FC
014E0A	?556F
014E0B	?5862
014E0C	?5CA1
014E0D	?49BA
014E0E	?5A8C
014E10	?5CA3
014E11	?4A94
014E13	?5C48
014E14	?5472
014E15	?5CA6
014E16	?55BF
014E18	?5491
014E19	?499C
014E1A	?59B4
014E1B	?4AD3
014E1C	?4BAA
014E1D	?565F
014E1E	?5CA8
014E22	?4BA9
014E24	?515D
014E25	?596F
014E27	?5545
014E28	?5CAC
014E2A	?4CF5
014E2B	?595E
014E2C	?627C
014E2D	?5BCF
014E30	?4C82
014E32	?4AAD
014E34	?5179
014E36	?5CBB
014E38	?5789
014E39	?4B44
014E3A	?57A9
014E3B	?5BF6
014E3D	?50F5
014E3E	?4FD8
014E3F	?5CAE
014E43	?52CA
014E45	?4FC2
014E47	?5CB0
014E48	?5254
014E49	?59E4
014E4B	?5BAD
014E4C	?57D9
014E4D	?5B47
014E4E	?4DF4
014E4F	?4C46
014E50	?50D5
014E52	?53B8
014E53	?5372
014E54	?5467
014E56	?4D74
014E58	?4A6B
014E59	?59D1
014E5C	?5CBE
014E5D	?4FC4
014E5E	?53F1
014E5F	?59B1
014E60	?5850
014E61	?5888
014E66	?55E8
014E69	?5CBF
014E70	?51F1
014E71	?51D1
014E73	?54E8
014E7E	?544C
014E86	?516B
014E88	?5A89
014E89	?5B9A
014E8B	?55C1
014E8C	?4BFD
014E8D	?5CA0
014E8E	?5A7A
014E8F	?5098
014E91	?5AC5
014E92	?4E45
014E93	?5CC0
014E94	?57E4
014E95	?4FAD
014E98	?5CA7
014E9A	?5967
014E9B	?58A8
014E9F	?5CBC
014EA0	?5D90
014EA1	?5797
014EA2	?505A
014EA4	?4F5B
014EA5	?4DA4
014EA6	?59DF
014EA7	?49F9
014EA8	?4DDF
014EA9	?52B5
014EAB	?588E
014EAC	?4FA8
014EAD	?5744
014EAE	?5161
014EB2	?5477
014EB3	?5D92
014EB5	?5D95
014EBA	?54CA
014EBB	?5CE8
014EBF	?59D9
014EC0	?55B1
014EC1	?54C9
014EC2	?5CEB
014EC3	?5CE9
014EC4	?5CC5
014EC5	?4F97
014EC6	?53CC
014EC7	?4A91
014EC9	?5CEA
014ECA	?4F92
014ECB	?4F8A
014ECD	?54D3
014ECE	?4AD2
014ED1	?51D7
014ED3	?49D5
014ED4	?5C70
014E	?D5
014ED5	?55CA
014ED6	?569C
014ED7	?5B6C
014ED8	?4CB5
014ED9	?5869
014EDD	?5D7A
014EDE	?5CEF
014EDF	?544A
014EE1	?5CED
014EE3	?4AF9
014EE4	?518F
014EE5	?59D3
014EE8	?5CEC
014EEA	?59C6
014EEB	?5CEE
014EEC	?5267
014EF0	?5997
014EF2	?5BD8
014EF3	?5CF1
014EF5	?5CF4
014EF6	?4EFD
014EF7	?4EDA
014EFB	?54CD
014EFD	?4C7D
014EFF	?4C62
014F01	?53F2
014F09	?5CF7
014F0A	?59C0
014F0D	?57E8
014F0E	?4EBE
014F0F	?4C9D
014F10	?4C45
014F11	?58DC
014F17	?5BD9
014F18	?5A65
014F19	?4E90
014F1A	?4E82
014F1B	?5CF0
014F1E	?5541
014F1F	?57AF
014F20	?4AAA
014F22	?5CF2
014F24	?556B
014F25	?5CF5
014F26	?51D6
014F27	?5CF6
014F2A	?57B0
014F2B	?5CF8
014F2F	?49AD
014F30	?4D60
014F32	?5D43
014F34	?48E8
014F36	?5187
014F38	?558D
014F3A	?5665
014F3C	?5666
014F3D	?5D44
014F43	?4B89
014F46	?4B4B
014F4D	?57BA
014F4E	?4B6D
014F4F	?5C41
014F50	?5C95
014F51	?5A73
014F53	?56E4
014F55	?4DCD
014F57	?5D42
014F58	?5D7C
014F59	?5A81
014F5A	?5CFC
014F5B	?4C91
014F5C	?5C98
014F5D	?5CFD
014F5E	?5CF9
014F5F	?5D41
014F60	?52E2
014F63	?5A56
014F64	?5CF3
014F65	?5D7D
014F67	?5CFA
014F69	?5386
014F6C	?50CF
014F6F	?5991
014F70	?48DA
014F73	?4ED0
014F74	?5D46
014F76	?5D45
014F7B	?5D4C
014F7C	?5D4E
014F7E	?5D4B
014F7F	?55B8
014F83	?5D49
014F84	?5BB5
014F88	?4A7E
014F89	?5D48
014F8B	?50FC
014F8D	?55CB
014F8F	?5D4A
014F91	?5D47
014F94	?5D50
014F97	?4BB0
014F9B	?4D49
014F9D	?59BF
014FA0	?5860
014FA3	?51C1
014FA5	?4F64
014FA6	?5B8D
014FA7	?49DF
014FA8	?5468
014FA9	?508C
014FAA	?5D4D
014FAC	?5D4F
014FAE	?57E9
014FAF	?4DED
014FB5	?5476
014FBF	?4984
014FC3	?4AD8
014FC4	?4BEC
014FC5	?5D54
014FCA	?5041
014FCE	?5D7E
014FCF	?546E
014FD0	?50FD
014FD1	?5D58
014F	?D6
014FD7	?5677
014FD8	?4C9E
014FDA	?5D55
014FDC	?5D57
014FDD	?4943
014FDE	?5A82
014FDF	?5D59
014FE1	?58C4
014FE3	?5D56
014FE6	?5D51
014FE8	?5D52
014FE9	?5149
014FEA	?5D53
014FED	?4EF2
014FEE	?58DD
014FEF	?4CA8
014FF1	?4FE2
014FF3	?5D5D
014FF8	?5D5A
014FFA	?48B2
014FFE	?5D62
01500C	?5D64
01500D	?4956
01500F	?5D5F
015012	?4B59
015014	?4FF2
015018	?56C7
015019	?4DF1
01501A	?59CF
01501C	?5D63
01501F	?4F89
015021	?4A4B
015025	?5D65
015026	?4FEA
015028	?5D66
015029	?5D5B
01502A	?52DE
01502C	?5D5E
01502D	?5D61
01502E	?5D60
01503A	?5B4E
01503C	?5BB4
01503E	?5484
015043	?5D68
015047	?4ED8
015048	?5D6A
01504C	?5D5C
01504E	?5D6B
01504F	?53AA
015055	?5D69
01505A	?5C97
01505C	?5743
015065	?4F41
01506C	?5D6C
015076	?535C
015077	?5755
01507B	?5D6D
01507E	?5D67
01507F	?4A45
015080	?509F
015085	?4CB4
015088	?50FB
01508D	?48F7
0150A3	?4AF5
0150A5	?5D6E
0150A7	?5D6F
0150A8	?4AA1
0150A9	?5D70
0150AC	?4ADE
0150B2	?48C0
0150BA	?5D71
0150BB	?5555
0150CF	?5892
0150D6	?5D72
0150	?D7
0150DA	?5165
0150E6	?5D76
0150E7	?554E
0150EC	?5D75
0150ED	?5D74
0150EE	?5D77
0150F3	?567B
0150F5	?4F49
0150FB	?53A6
015106	?5D73
015107	?5D78
01510B	?5D79
015112	?54E4
015121	?50DB
01513F	?4BF8
015140	?5CA2
015141	?5AC9
015143	?5AA9
015144	?58D5
015145	?4A85
015146	?5B77
015148	?5868
015149	?4D83
01514B	?506B
01514D	?5283
015151	?4BD1
015154	?5763
015155	?5D8F
015156	?5D91
01515A	?4B53
01515C	?4BB4
015162	?4FA3
015165	?54EA
015168	?54AA
01516B	?48CA
01516C	?4D4B
01516D	?519A
01516E	?5D83
015170	?50BB
015171	?4D52
015173	?4D78
015174	?58CA
015175	?4999
015176	?53E3
015177	?4FDE
015178	?4B85
015179	?5C68
01517B	?5999
01517C	?4EE5
01517D	?55DD
015180	?4EBC
015181	?5D87
015182	?5CE6
015185	?52D9
015188	?4CD3
015189	?54BC
01518C	?49E0
01518D	?5AD8
015192	?5250
015195	?5282
015196	?5DA1
015197	?54DE
015199	?58B3
01519B	?4FFB
01519C	?5349
0151A0	?4D7A
0151A2	?5DA2
0151A4	?5AA8
0151A5	?5DA3
0151AB	?5D9C
0151AC	?4BAB
0151AF	?4C8C
0151B0	?499A
0151B1	?5D9D
0151B2	?4A86
0151B3	?4FF5
0151B5	?5097
0151B6	?59B0
0151B7	?50E3
0151BB	?4BB2
0151BC	?5D9F
0151BD	?5D9E
0151C0	?4FBA
0151C4	?53DF
0151C6	?5C5C
0151C7	?5DA0
0151C9	?5159
0151CB	?4B93
0151CC	?5189
0151CF	?4EF4
0151D1	?4AD4
0151	?D8
0151DB	?517D
0151DD	?52FC
0151E0	?4EB7
0151E1	?4C52
0151E4	?4C90
0151EB	?5D8D
0151ED	?53BD
0151EF	?504D
0151F0	?4E6B
0151F3	?4B6A
0151F5	?5E69
0151F6	?58D6
0151F8	?5759
0151F9	?48BB
0151FA	?4A97
0151FB	?4E98
0151FC	?5E6A
0151FD	?4DAE
0151FF	?5AE3
015200	?4B56
015201	?4B94
015202	?5CD5
015203	?54CF
015206	?4C76
015207	?5470
015208	?5CD6
01520A	?504F
01520D	?5E5B
01520E	?5CD7
015211	?58CB
015212	?4E4E
015216	?665E
015217	?5170
015218	?5196
015219	?5AF1
01521A	?4CD4
01521B	?4AB3
01521D	?4A96
015220	?555E
015224	?5370
015228	?5379
015229	?50FA
01522B	?4991
01522D	?5CD8
01522E	?4D6E
015230	?4B5D
015233	?5CD9
015236	?5BC5
015237	?5642
015238	?54AE
015239	?5552
01523A	?4ACB
01523B	?506C
01523D	?4D95
01523F	?5CDA
015240	?5CDB
015241	?4BE6
015242	?4EC0
015243	?56E9
01524A	?5898
01524C	?5CDC
01524D	?5450
015250	?4D70
015251	?4F43
015254	?56DD
015256	?53C9
01525C	?5CDF
01525E	?5CDD
015261	?5CDE
015265	?48FD
015267	?4FE6
015269	?55A2
01526A	?4EF3
01526F	?4CB0
015272	?4CED
01527D	?5CE1
01527F	?4F6B
015281	?5CE3
015282	?5CE2
015288	?539D
015290	?5CE4
015293	?5CE5
01529B	?5146
01529D	?54AF
01529E	?48EB
01529F	?4D46
0152A0	?4ED2
0152A1	?57F0
0152A2	?5E5D
0152A3	?5173
0152A8	?4BAE
0152A9	?5BF9
0152AA	?534C
0152AB	?4F79
0152AC	?5E5E
0152AD	?5E5F
0152B1	?50F7
0152B2	?4FA1
0152B3	?50CC
0152BE	?5E60
0152BF	?55C5
0152C3	?49A9
0152C7	?5A62
0152C9	?5284
0152CB	?594B
0152D0	?5E62
0152D2	?50D4
0152D6	?5E63
0152D8	?5051
0152	?D9
0152DF	?52BB
0152E4	?547A
0152F0	?5E64
0152F9	?5D89
0152FA	?5577
0152FE	?4D54
0152FF	?57EF
015300	?5AC7
015305	?48FB
015306	?4AD1
015308	?58D8
01530D	?5D8A
01530F	?5FCA
015310	?5D8C
015315	?5CAF
015316	?4E4F
015317	?4951
015319	?4A77
01531A	?5CCD
01531D	?5AD0
015320	?4F53
015321	?5090
015323	?585B
015326	?5CCF
01532A	?4C6B
01532E	?5CD0
015339	?53A4
01533A	?5499
01533B	?59BC
01533E	?5CD1
01533F	?52E3
015341	?55AD
015343	?5447
015345	?5CA5
015347	?559E
015348	?57E6
015349	?4E7C
01534A	?48EA
01534E	?4E4A
01534F	?58AC
015351	?4950
015352	?5C85
015353	?5C5F
015355	?4B45
015356	?51F3
015357	?52CE
01535A	?49A8
01535C	?49B6
01535E	?4986
01535F	?6052
015360	?5B5C
015361	?5048
015362	?51AB
015363	?5CD4
015364	?51B0
015366	?5CD3
015367	?57D3
015369	?5DDF
01536B	?57BF
01536E	?5CB3
01536F	?524E
015370	?5A41
015371	?57A2
015373	?4EB3
015374	?54B3
015375	?51D0
015377	?4FEC
015378	?58B5
01537A	?5DE0
01537F	?5485
015382	?4A47
015384	?4BF1
015385	?56FB
015386	?50F9
015389	?50F6
01538B	?5959
01538C	?5982
01538D	?5CC6
015395	?49DD
015398	?50E4
01539A	?4DF0
01539D	?5CC7
01539F	?5AAC
0153A2	?5882
0153A3	?5CC8
0153A5	?5CC9
0153A6	?5863
0153A8	?4A99
0153A9	?4FC6
0153AE	?5CCA
0153B6	?5E6C
0153BB	?54A4
0153BF	?5878
0153C1	?54FD
0153C2	?49CD
0153C8	?5A76
0153C9	?49E5
0153CA	?4EAF
0153CB	?5A71
0153CC	?564B
0153CD	?4C54
0153D1	?4C42
0153D4	?55E4
0153D6	?54A0
0153D7	?55DB
0153D8	?4985
0153D9	?58EF
0153DB	?5371
0153DF	?5E65
0153E0	?4B9F
0153	?E2
0153E3	?507A
0153E4	?4D65
0153E5	?4FE3
0153E6	?518E
0153E8	?6056
0153E9	?6055
0153EA	?5BBA
0153EB	?4F70
0153EC	?5B79
0153ED	?48C7
0153EE	?4BA2
0153EF	?5069
0153F0	?56A7
0153F1	?6053
0153F2	?55B6
0153F3	?5A72
0153F5	?5CCE
0153F6	?59B5
0153F7	?4DC4
0153F8	?565E
0153F9	?56BD
0153FB	?6057
0153FC	?4B91
0153FD	?6054
015401	?5A96
015403	?4A74
015404	?4CF6
015406	?605A
015408	?4DCE
015409	?4EA9
01540A	?4B96
01540C	?574C
01540D	?529C
01540E	?4DF2
01540F	?50F3
015410	?5762
015411	?5893
015412	?6058
015413	?5865
015415	?51BF
015416	?6059
015417	?51EF
01541B	?4FFC
01541D	?517F
01541E	?576C
01541F	?59F6
015420	?4C6D
015421	?6061
015423	?6064
015426	?4C92
015427	?48C8
015428	?4BD5
015429	?4C74
01542B	?4DAB
01542C	?56FC
01542D	?5074
01542E	?5651
01542F	?53F3
015431	?5BA7
015432	?6065
015434	?57E1
015435	?4A53
015438	?57FB
015439	?4AB4
01543B	?57C6
01543C	?4DEF
01543E	?57E0
015440	?595D
015443	?6060
015446	?4AF3
015448	?4A6A
01544A	?4CE5
01544B	?605B
015450	?52C4
015452	?605C
015453	?605D
015454	?605E
015455	?535B
015456	?605F
015457	?6062
015458	?5AB0
015459	?6063
01545B	?545A
01545C	?57D7
015462	?52D7
015464	?606A
015466	?606F
015468	?5BDB
015471	?6069
015472	?607A
015473	?57B5
015475	?4DC6
015476	?606E
015477	?6068
015478	?537E
01547B	?558C
01547C	?4DF3
01547D	?529D
015480	?4FD6
015482	?6066
015484	?606D
015486	?5378
01548B	?5B46
01548C	?4DCC
01548E	?4FCB
01548F	?5A5D
015490	?4CBF
015492	?5BE3
015494	?6067
015495	?4D5E
015496	?5047
015499	?519D
01549A	?606B
01549B	?606C
01549D	?6070
0154A3	?607B
0154A4	?6086
0154A6	?6077
0154A7	?6076
0154A8	?5C69
0154A9	?6084
0154AA	?6085
0154AB	?638C
0154AC	?59A6
0154AD	?6072
0154AF	?5049
0154B1	?5ADA
0154B3	?5068
0154B4	?6074
0154B8	?586C
0154BB	?607D
0154BD	?596A
0154BF	?607E
0154C0	?48A6
0154C1	?53B6
0154C2	?6073
0154C4	?4DE4
0154C6	?4BDE
0154C7	?577B
0154C8	?4D9F
0154C9	?5AD4
0154CC	?607F
0154CD	?588D
0154CE	?48A4
0154CF	?6088
0154D0	?6071
0154D1	?5966
0154D2	?6075
0154D3	?6078
0154D4	?6079
0154D5	?607C
0154D7	?4E49
0154D9	?6081
0154DA	?6082
0154DC	?6083
0154DD	?6087
0154DE	?6089
0154DF	?5A54
0154	?E3
0154E5	?4CE6
0154E6	?5356
0154E7	?608B
0154E8	?557A
0154E9	?5148
0154EA	?52C3
0154ED	?507E
0154EE	?5899
0154F2	?5B7C
0154F3	?608F
0154FA	?49B7
0154FC	?4DDE
0154FD	?608D
0154FF	?5E61
015501	?5985
015506	?5695
015507	?4ABC
015509	?48A5
01550F	?6092
015510	?56C5
015511	?6093
015514	?608E
01551B	?608A
015520	?608C
015522	?6090
015523	?6091
015524	?4E5D
015527	?6094
01552A	?6095
01552C	?4E43
01552E	?55DA
01552F	?57A7
015530	?60A6
015531	?4A4A
015533	?60A5
015537	?60A0
01553C	?609F
01553E	?5779
01553F	?609D
015541	?609B
015543	?5070
015544	?5C64
015546	?556C
015549	?6099
01554A	?48A0
015550	?609E
015555	?609C
015556	?60A1
01555C	?60A7
015561	?4C68
015564	?53A0
015565	?5556
015566	?50B1
015567	?6096
01556A	?535E
01556C	?5CC3
01556D	?609A
01556E	?52F5
015575	?60A2
015576	?60A3
015577	?60A4
015578	?58A4
01557B	?60B3
01557C	?56E3
01557E	?60B0
015580	?5046
015581	?60AE
015582	?57B8
015583	?60AA
015584	?5566
015587	?50AD
015588	?60AD
015589	?4DEC
01558A	?4DAF
01558B	?60A8
01558F	?6097
015591	?60B2
015594	?60B7
015598	?4AAC
015599	?60B8
01559C	?5852
01559D	?4DC7
01559F	?60AF
0155A7	?58F9
0155B1	?60AB
0155B3	?5AFA
0155B5	?6098
0155B7	?5388
0155B9	?60AC
0155BB	?5A98
0155BD	?60B5
0155BE	?60B6
0155C4	?60C3
0155C5	?58E0
0155C9	?60BB
0155CC	?60C8
0155CD	?60C9
0155D1	?60BD
0155D2	?60A9
0155D3	?5544
0155D4	?60C0
0155D6	?60B1
0155DC	?55C7
0155DD	?60C2
0155DF	?60B4
0155E1	?57CA
0155E3	?5663
0155	?E4
0155E4	?60CC
0155E5	?60C5
0155E6	?60C1
0155E8	?60CA
0155EA	?60B9
0155EB	?60BE
0155EC	?60BF
0155EF	?60C4
0155F2	?60C6
0155F3	?60C7
0155F5	?60CB
0155F7	?60BA
0155FD	?5674
0155FE	?60D4
015600	?60D5
015601	?60D1
015608	?60CF
015609	?4ECD
01560C	?60D0
01560E	?4CC1
01560F	?5CC4
015618	?58E9
01561B	?51EE
01561E	?60CE
